Unnamed: 0,Unnamed: 0.1,doi,name,description,url
510,510,10.1039/c8nr04919j,Hedgehog-inspired nanostructures for hydrogel-based all-solid-state hybrid supercapacitors with excellent flexibility and electrochemical performance,"High-security deformable energy-storage devices that are mechanically robust, with considerable energy and power densities are becoming desirable for smart wearable electronics. Here, a highly flexibl",https://zero.sci-hub.ru/7078/2fa52008076ca1ede007921b6e182111/sun2018.pdf
511,511,10.1088/1361-6528/ab7f7f,In situ formation of Co3O4 hollow nanocubes on carbon cloth-supported NiCo2O4 nanowires and their enhanced performance in non-enzymatic glucose sensing,Diabetes is a chronic disease that can seriously affect human health. Therefore it is important to develop a rapid and highly sensitive enzyme-free glucose sensor to aid the treatment of diabetes. In ,https://sci-hub.ru/downloads/2020-03-17/1e/guo2020.pdf
512,512,10.1016/j.jcis.2020.08.127,Ordered Self-supporting NiV LDHs@P-Nickel foam Nano-array as High-Performance supercapacitor electrode,"Transition metal layered double hydroxides (LDHs) with amazing theoretical capacitance have caused remarkable interest as a potential supercapacitor electrode materials. However, the exerted low perfo",https://sci-hub.ru/downloads/2020-09-27/f9/10.1016@j.jcis.2020.08.127.pdf
513,513,10.1016/j.jcis.2020.10.104,Ultrasound sonochemical synthesis of amorphous Sb2S3-graphene composites for sodium-ion batteries,"Different from traditional methods, ultrasound sonochemical synthesis can create very special reaction conditions by virtue of the effects of acoustic cavitation. The localized spots in the medium liq",https://sci-hub.ru/downloads/2020-11-20/1a/zhao2020.pdf
514,514,10.1016/j.jcis.2020.05.065,Ultrathin hetero-nanosheets assembled hollow Ni-Co-P/C for hybrid supercapacitors with enhanced rate capability and cyclic stability,Nanohybrid-type Ni-Co-phosphide/C (Ni-Co-P/C) hollow microflowers with ultrathin nanosheets (HUNs) are constructed through a modified ethylene glycol-mediated self-assembly process and further phospha,https://sci-hub.ru/downloads/2020-07-11/e7/dang2020.pdf
515,515,10.1038/srep20264,Electrochemical Energy Storage Application and Degradation Analysis of Carbon-Coated Hierarchical NiCo2S4 Core-Shell Nanowire Arrays Grown Directly on Graphene/Nickel Foam,We developed a new electrode comprising thin carbon layer coated hierarchical NiCo2S4 core-shell nanowire arrays (NiCo2S4@C CSNAs) on graphene/Ni foam (Ni@G) substrates. The electrode showed outstandi,https://zero.sci-hub.ru/6117/eb273154bf790bcd89c5648e8f84b1eb/zou2016.pdf
516,516,10.1021/acs.langmuir.1c01990,Microwave-Enabled Size Control of Iron Oxide Nanoparticles on Reduced Graphene Oxide,"Nanoparticle-functionalized 2D material networks are promising for a wide range of applications, but in situ formation of nanoparticles is commonly challenged by rapid growth. Here, we demonstrate con",
517,517,10.1021/acsami.7b12490,Carbon-Induced Generation of Hierarchical Structured Ni0.75Co0.25(CO3)0.125(OH)2 for Enhanced Supercapacitor Performance,"Hierarchical nanostructures with heteroatom doping have been considered as an important component in electrode materials for advanced supercapacitors. Herein, with the aid of C, N, and S codoped Ni",https://zero.sci-hub.ru/6899/d702b902fab95d41b690aed2e8e90fba/wen2017.pdf
518,518,10.1016/j.jcis.2021.10.109,Oxygen-defect-rich 3D porous cobalt-gallium layered double hydroxide for high-performance supercapacitor application,"In this work, oxygen-defect-rich, three-dimensional (3D) cobalt-gallium layered double hydroxides (Co0.50-Ga0.50-LDH) assembled by porous and ultrathin nanosheets are prepared by",
519,519,10.3762/bjnano.11.18,High-performance asymmetric supercapacitor made of NiMoO4 nanorods@Co3O4 on a cellulose-based carbon aerogel,"In this study, a new nanoporous material comprising NiMoO4 nanorods and Co3O4 nanoparticles derived from ZIF-67 supported by a cellulose-based carbon aerogel (CA) has ",https://sci-hub.ru/downloads/2020-02-03/fb/wang2020.pdf
520,520,10.1007/s00216-018-1413-z,NiMoO4 nanosheet arrays anchored on carbon cloth as 3D open electrode for enzyme-free glucose sensing with improved electrocatalytic activity,High electrical conductivity and more active sites exposure are crucial for improving the performance of electrocatalyst. Binary metal oxide nanoarray grown on conductive substrate offers a 3D self-su,https://sci-hub.ru/tree/ee/f6/eef642794da61951fb1417041935eba1.pdf
521,521,10.1021/acsami.5b04094,Facile Synthesis of Hierarchical Mesoporous Honeycomb-like NiO for Aqueous Asymmetric Supercapacitors,Three-dimensional (3D) hierarchical nanostructures have been demonstrated as one of the most ideal electrode materials in energy storage systems due to the synergistic combination of the advantages of,https://moscow.sci-hub.ru/4455/3aad749d8ddfea2f55b3f6aa11fe0f84/ren2015.pdf
522,522,10.1016/j.jcis.2019.04.056,Enhanced electrochemical performance of CuCo2S4/carbon nanotubes composite as electrode material for supercapacitors,"CuCo2S4 is regarded as a promising electrode material for supercapacitor, but has inferior conductivity and poor cyclic stability which restrict its wide-range applications. In t",https://sci-hub.ru/downloads/2019-11-17/0db5/li2019.pdf
523,523,10.1039/c4cc01965b,Novel topotactically transformed carbon–CoO–NiO–NiCo 2 O 4 nanosheet hybrid hetero-structured arrays as ultrahigh performance supercapacitors,A novel carbon-CoO-NiO-NiCo2O4 integrated electrode has been designed by reducing the hetero-structured NiCo2O4 nanosheet array with C2H2 on the nickel foam at a low temperature of 350 °C. The topotac,https://zero.sci-hub.ru/3097/ed2229b0545d22223e0eed4a6da97156/wang2014.pdf
524,524,10.1021/acsami.6b04654,Multishelled Nickel–Cobalt Oxide Hollow Microspheres with Optimized Compositions and Shell Porosity for High-Performance Pseudocapacitors,"Nickel-cobalt oxides/hydroxides have been considered as promising electrode materials for a high-performance supercapacitor. However, their energy density and cycle stability are still very poor at hi",https://zero.sci-hub.ru/5536/daf6581c426a31c534215ec867fac723/li2016.pdf
525,525,10.1021/acsomega.1c01717,Novel Dealloying-Fabricated NiS/NiO Nanoparticles with Superior Cycling Stability for Supercapacitors,"NiS/NiO nanoparticles are successfully fabricated through a simple dealloying method and an ion-exchange process. X-ray diffraction demonstrates the existence of NiO and NiS phases, and scanning elect",https://sci-hub.ru/downloads/2021-08-10/188b/wang2021.pdf
526,526,10.1002/smll.201902348,1D Carbon‐Based Nanocomposites for Electrochemical Energy Storage,Electrochemical energy storage (EES) devices have attracted immense research interests as an effective technology for utilizing renewable energy. 1D carbon-based nanostructures are recognized as highl,https://sci-hub.ru/downloads/2019-08-14/2b/10.1002@smll.201902348.pdf
527,527,10.1021/acs.inorgchem.8b01574,Bimetallic-MOF Derived Accordion-like Ternary Composite for High-Performance Supercapacitors,"Supercapacitors are regarded to be highly probable candidates for next-generation energy storage devices. Herein, a bimetallic Co/Ni MOF is used as a sacrificial template through an alkaline hydrolysi",https://zero.sci-hub.ru/7077/5ebee3dbc1af76c4d5eb8d659b2db4d7/mei2018.pdf
528,528,10.1016/j.jcis.2021.12.079,Thioacetamide-induced Ce2O2S nanostructures with tunable morphology for supercapacitors in wide pH range,"Here, Rare-earth metal oxysulfide Ce2O2S nanostructures with tunable morphology are successfully grown on carbon cloth (CC) for supercapacitors (SCs) via a facile hydrothermal pr",
529,529,10.1039/d1nr05681f,Flexible electrodes with high areal capacity based on electrospun fiber mats,"The ever-growing portable, flexible, and wearable devices impose new requirements from power sources. In contrast to gravitational metrics, areal metrics are more reliable performance indicators of en",
530,530,10.1021/acsami.6b10249,Novel Dual-Ion Hybrid Supercapacitor Based on a NiCo2O4 Nanowire Cathode and MoO2–C Nanofilm Anode,"Cobalt/nickel-based compounds have been extensively used as cathode (positive electrode) materials in alkaline electrolyte for hybrid supercapacitors (HSCs). In these HSCs, however, the anodes (negati",https://zero.sci-hub.ru/6099/5f1ffc5d8a935eb55dad2f6751d0698c/li2016.pdf
531,531,10.1088/1361-6528/ab5bc2,One-step electrodeposited 3D porous NiCoSe2 nanosheet array for high-performance asymmetric supercapacitors,"3D porous nanosheet arrays are desirable structures for supercapacitors due to their large surface and fast transportation for ions and electrons. However, their synthesis usually involves two or more",https://sci-hub.ru/downloads/2019-12-02/1d/10.1088@1361-6528@ab5bc2.pdf
532,532,10.1021/am506292b,Core–Shell Ellipsoidal MnCo2O4 Anode with Micro-/Nano-Structure and Concentration Gradient for Lithium-Ion Batteries,"In this study, novel core-shell ellipsoidal MnCo2O4 powders with desired micro/nano-structure and a unique concentration gradient have been synthesized as anode material for Li-ion batteries. The spec",https://zero.sci-hub.ru/3132/80c955680b87222635dfd50a17dc11d3/huang2014.pdf
533,533,10.1088/1361-6528/ac62b2,Facile deposition of palladium oxide (PdO) nanoparticles on CoNi2S4 microstructures towards enhanced oxygen evolution reaction,"Strong demand for renewable energy resources and clean environments have inspired scientists and researchers across the globe to carry out research activities on energy provision, conversion, and stor",
534,534,10.1038/s41598-017-04807-1,High performance asymmetric supercapacitor based on Cobalt Nickle Iron-layered double hydroxide/carbon nanofibres and activated carbon,A novel Cobalt Nickle Iron-layered double hydroxide/carbon nanofibres (CoNiFe-LDH/CNFs-0.5) composite was successfully fabricated through an easy in situ growth approach. The morphology and compositio,https://zero.sci-hub.ru/6407/a8c1b0e725aaa08a05387c09528ba6c9/wang2017.pdf
535,535,10.1021/acsami.5b11022,A Novel and Facile One-Pot Solvothermal Synthesis of PEDOT–PSS/Ni–Mn–Co–O Hybrid as an Advanced Supercapacitor Electrode Material,"In this work, a novel and facile one-pot method has been developed for the synthesis of a hybrid consisting of Ni-Mn-Co ternary oxide and poly(3,4-ethylenedioxythiophene)-polystyrenesulfonate (PEDOT-P",https://moscow.sci-hub.ru/4805/c65d30f1c8f0b1e21225bf03dd460d0f/yin2016.pdf
536,536,10.1016/j.jhazmat.2022.128262,Design of metalloenzyme mimics based on self-assembled peptides for organophosphorus pesticides detection,"Organophosphorus pesticides (OPs) detection has attracted considerable attention because of the extensive application of OPs. In this research, non-toxic and high-performance metalloenzyme mimics of Z",
537,537,10.1039/c5nr04603c,Freestanding eggshell membrane-based electrodes for high-performance supercapacitors and oxygen evolution reaction,"A type of freestanding, light-weight eggshell membrane-based electrode is demonstrated for supercapacitors and for oxygen evolution reaction (OER) catalysis. As a widely available daily waste, eggshel",https://moscow.sci-hub.ru/4359/a9d6daa3d730c204df1496086f588d4e/geng2015.pdf
538,538,10.1016/j.jcis.2020.09.086,Deep eutectic solvent-assisted in-situ synthesis of nanosheet-packed Ni3S2 porous spheres on Ni foam for high-performance supercapacitors,"Herein, self-supported Ni3S2 spherical clusters packed with well-defined nanosheets developed on Ni foam (NF) were rationally fabricated via a novel low-temperature solvothermal ",https://sci-hub.ru/downloads/2020-10-21//ca/chen2020.pdf
539,539,10.1016/j.jcis.2021.09.062,Origami and layered-shaped ZnNiFe-LDH synthesized on Cu(OH)2 nanorods array to enhance the energy storage capability,The combination of layered nanorod arrays with unique core-shell structure and transition metal layered double hydroxide (LDH) is considered as a feasible solution to improve the electrochemical perfo,
540,540,10.1039/d0dt03313h,Cobalt–manganese-zinc ternary phosphate for high performance supercapattery devices,"State of the art supercapatteries have received considerable attention for their significant electrochemical performance; however, electrode materials with enhanced charge storage capabilities are des",https://sci-hub.ru/downloads/2020-11-19/57/10.1039@D0DT03313H.pdf
541,541,10.1038/s41598-017-09985-6,Strong electric wave response derived from the hybrid of lotus roots-like composites with tunable permittivity,Lotus roots-like NiO/NiCo2O4 hybrids derived from Metal-organic frameworks (MOFs) are fabricated for the first time by using flake NiCo-MOF precursors as reactant templates. It was found that a thin s,https://sci-hub.ru/tree/81/1f/811f836c1d92488a394d181a430159db.pdf
542,542,10.1021/nn401402a,Coaxial Ni x Co2x (OH)6x /TiN Nanotube Arrays as Supercapacitor Electrodes,"NixCo2x(OH)6x, as a precursor of intensively studied NiCo2O4, has been directly deposited into self-standing titanium nitride nanotube array (TiN NTA) grid monolithic supports to form a coaxial nanost",https://moscow.sci-hub.ru/2117/262dd20a7d82386b37ac456fa69b9ffa/shang2013.pdf
543,543,10.1016/j.talanta.2021.122337,NiCo2S4 microflowers as peroxidase mimic: A multi-functional platform for colorimetric detection of glucose and evaluation of antioxidant behavior,"The regular design of atomic composition of materials endows a diverse range of enzyme mimics types and increases a broader application prospect. In this study, we designed a nickel-cobalt mixed metal",https://sci-hub.ru/downloads/2021-07-01/b3/huang2021.pdf
544,544,10.1007/s10570-021-03881-z,High-performance nanostructured bio-based carbon electrodes for energy storage applications,Polyacrylonitrile (PAN)-based carbon precursor is a well-established and researched material for electrodes in energy storage applications due to its good physical properties and excellent electrochem,https://sci-hub.ru/downloads/2021-05-13//d9/alrai2021.pdf
545,545,10.1088/1361-6528/ab3f03,CoNi2S4 nanosheets on nitrogen-doped carbon foam as binder-free and flexible electrodes for high-performance asymmetric supercapacitors,"Flexible electrode materials show many advantages and hold great prospects for energy storage application. But, the synthesis processes of these kind of materials are always complicated, are low in ef",https://sci-hub.ru/downloads/2019-10-23/47/li2019.pdf
546,546,10.1039/c9ra09142d,Rational design of asymmetric supercapacitors via a hierarchical core–shell nanocomposite cathode and biochar anode,Hierarchical MnO2 nanosheets attached on hollow NiO microspheres have been designed by a facile hydrothermal process. The core-shell structure is achieved by decorating an MnO2 n,https://sci-hub.ru/downloads/2019-12-24/7d/10.1039@C9RA09142D.pdf
547,547,10.1039/d1ra08678b,Synthesis of bimetallic nickel cobalt selenide particles for high-performance hybrid supercapacitors,"Supercapacitors are known as promising excellent electrochemical energy storage devices because of their attractive features, including quick charge and discharge, high power density, low cost and hig",
548,548,10.1016/j.jcis.2018.08.108,Facile synthesis of hierarchical chrysanthemum-like copper cobaltate-copper oxide composites for enhanced microwave absorption performance,Hierarchical chrysanthemum-like CuCo2O4-CuO composites were successfully synthesized by a facile one-pot hydrothermal method after calcination at 500 °C. Based on the results of ,https://zero.sci-hub.ru/7088/f09813206c624f4bbe62ed995e049e0a/lan2019.pdf
549,549,10.1021/acsomega.7b00957,Nanosheets of NiCo2O4/NiO as Efficient and Stable Electrocatalyst for Oxygen Evolution Reaction,"Development of a stable catalyst that can efficiently function for longer time for energy conversion process in water splitting is a challenging work. Here, NiCo2O4/NiO nanosheet",https://zero.sci-hub.ru/6565/22efe601b2f93eaf91682135968b7150/mahala2017.pdf
550,550,10.1039/d0ra05544a,Hybrid structured CoNi 2 S 4 /Ni 3 S 2 nanowires with multifunctional performance for hybrid capacitor electrodes and overall water splitting,"Rational design of electrode materials plays a significant role in potential applications such as energy storage and conversion. In this work, CoNi2S4/Ni3S2",https://sci-hub.ru/downloads/2020-09-11/fd/10.1039@d0ra05544a.pdf
551,551,10.1007/s40820-021-00699-z,Oxygen-Defect Enhanced Anion Adsorption Energy Toward Super-Rate and Durable Cathode for Ni–Zn Batteries,HighlightsUltra-thin CoNiO2 nanosheet with rich oxygen defects anchored on the vertically arranged Ni nanotube arrays (Od-CNO@Ni NTs) is successfully constructed.The Od-CNO@Ni NTs electrode delivers e,https://sci-hub.ru/downloads/2021-08-09/76/yao2021.pdf
552,552,10.1039/d1dt03113a,State of the art developments and prospects of metal–organic frameworks for energy applications,The progress on technologies for the cleaner and ecological transformation and storage of energy to combat effluence or pollution and the impending energy dilemma has recently attracted interest from ,
553,553,10.1039/d1sc05781b,Recent advances in heterostructured cathodic electrocatalysts for non-aqueous Li–O 2 batteries,Developing efficient energy storage and conversion applications is vital to address fossil energy depletion and global warming. Li-O2 batteries are one of the most promising devices because,
554,554,10.1039/d2ra01816k,NiCo 2 O 4 thin film prepared by electrochemical deposition as a hole-transport layer for efficient inverted perovskite solar cells,"Spinel NiCo2O4 is a promising p-type semiconductor for optoelectronic devices; however, it is difficult to prepare uniform and large-area NiCo2O4 films, whi",
555,555,10.1016/j.jcis.2017.03.074,"Single-crystal Cr2O3 nanoplates with differing crystalinities, derived from trinuclear complexes and embedded in a carbon matrix, as an electrode material for supercapacitors","As one kind of important p-type semiconductors, Cr2O3 has been widely used for optical and electronic devices due to its high electrical conductivity and special optoelectronic c",https://zero.sci-hub.ru/6301/d6bbdd130d3f984203a24dde8ea6a34f/zhu2017.pdf
556,556,10.1016/j.jcis.2022.07.126,The synthesis of CoS/MnCo2O4-MnO2 nanocomposites for supercapacitors and energy-saving H2 production,"In this study, CoS/MnCo2O4-MnO2 (CMM) nanocomposites were synthesized by hydrothermal and then electrochemical deposition. Their electrochemical properties were system",
557,557,10.1038/s41598-019-48931-6,Fabrication of hierarchical core/shell MgCo2O4@MnO2 nanowall arrays on Ni-foam as high–rate electrodes for asymmetric supercapacitors,Design and fabrication of a hierarchical core/shell MgCo2O4@MnO2 nanowall arrays on Ni-foam by a facile two-step hydrothermal method. The electrochemical measurements prove these composites with MnO2 ,https://sci-hub.ru/downloads/2019-09-11/92/xu2019.pdf
558,558,10.1038/srep05687,Cobalt vanadium oxide thin nanoplates: primary electrochemical capacitor application,"Co3V2O8 thin nanoplates are firstly described as a kind of electrode material for supercapacitors. More importantly, from electrochemical measurements, the obtained Co3V2O8 nanoplate electrode shows a",https://sci-hub.ru/downloads/2019-01-23//eb/zhang2014.pdf
559,559,10.1021/am404765y,Rapid Microwave-Assisted Green Synthesis of 3D Hierarchical Flower-Shaped NiCo2O4 Microsphere for High-Performance Supercapacitor,Binary metal oxides with three-dimensional (3D) superstructure have been regarded as desirable electrode materials for the supercapacitor due to the combination of the improved electrical conductivity,https://moscow.sci-hub.ru/2408/f90ed470ea2e2dd0d0ef93e4170df09c/lei2014.pdf
560,560,10.1021/acsami.2c03380,Surface Engineering of Cr-Doped Cobalt Molybdate toward High-Performance Hydrogen Evolution,Replacing commercial noble metal catalysts with earth-abundant metal catalysts for hydrogen production is an important research direction for electrolytic water. Improving the catalytic performance of,
561,561,10.1039/d1dt01381e,Rice-like and rose-like zinc silicates anchored on amorphous carbon derived from natural reed leaves for high-performance supercapacitors,"3D N, S, P-doped rice-like C-Zn4Si2O7(OH)2·H2O (C-ZnSi-N2) and rose-like C-Zn2SiO4 (C-ZnSi-CO2) are derived from reed leaves and used for application in supercapacitors. The as-prepared C-ZnSi archite",https://sci-hub.ru/downloads/2021-08-11/976f/zhang2021.pdf
562,562,10.1039/d0ra10659c,Controllable synthesis of hollow spherical nickel chalcogenide (NiS 2 and NiSe 2 ) decorated with graphene for efficient supercapacitor electrodes,New carbon-loaded nickel chalcogenide electrode materials (NiS2/GO and NiSe2/rGO) have been synthesized through an easy-to-operate process: NiSe2 was obtained based on,https://sci-hub.ru/downloads/2021-05-15//da/lu2021.pdf
563,563,10.1021/acs.inorgchem.1c01413,Oriented Nanosheet-Assembled CoNi-LDH Cages with Efficient Ion Diffusion for Quasi-Solid-State Hybrid Supercapacitors,"Fast-charged energy-storage technologies have become important nowadays as they are required by many applications, including automobiles. This inspires the exploitation of hybrid supercapacitors (HSCs",https://sci-hub.ru/downloads/2021-08-11/3efc/li2021.pdf
564,564,10.1021/acsami.5b07233,Solvent-Controlled Synthesis of NiO–CoO/Carbon Fiber Nanobrushes with Different Densities and Their Excellent Properties for Lithium Ion Storage,NiO-CoO nanoneedles are grown on carbon fibers by a solvothermal strategy to form nanobrushes. The density of nanobrushes can be easily controlled by altering the solvents. The synthesis mechanism of ,https://moscow.sci-hub.ru/4489/5e5c9990fac415bc0c4ecc87d007f16d/wei2015.pdf
565,565,10.1016/j.jcis.2019.07.063,Rational construction of triangle-like nickel-cobalt bimetallic metal-organic framework nanosheets arrays as battery-type electrodes for hybrid supercapacitors,"Reasonably designing self-supported metal-organic framework (MOF) nanoarrays is profound for applications in energy storage and conversion. Herein, we construct a triangle-like nickel-cobalt bimetalli",https://sci-hub.ru/downloads/2019-11-22/25/wang2019.pdf
566,566,10.1186/s11671-018-2844-3,Temperature-Dependent Electrical Transport Properties of Individual NiCo2O4 Nanowire,Understanding the electrical transport properties of individual nanostructures is of great importance to the construction of high-performance nanodevices. NiCo2O4 nanowires have been investigated wide,https://sci-hub.ru/downloads/2019-08-04/4c/jia2019.pdf
567,567,10.1021/acsami.1c04525,Stability-Enhanced α‑Ni(OH)2 Pillared by Metaborate Anions for Pseudocapacitors,"α-Ni(OH)2 is an ideal candidate material for a supercapacitor except for its low conductivity and poor stability. In this work, BO2--intercalated α-Nix",https://sci-hub.ru/downloads/2021-08-11/0d/xin2021.pdf
568,568,10.1039/d0nr05377e,Design of nickel cobalt molybdate regulated by boronizing for high-performance supercapacitor applications,"Nickel-cobalt-based molybdates have been intensively investigated because of their high theoretical specific capacitance and multifarious oxidation states. Here, we have successfully synthesized hiera",https://sci-hub.ru/downloads/2020-08-20/06/10.1039@d0nr05377e.pdf
569,569,10.1021/acsami.7b05384,Honeycomb-Like Interconnected Network of Nickel Phosphide Heteronanoparticles with Superior Electrochemical Performance for Supercapacitors,Transition-metal-based heteronanoparticles are attracting extensive attention in electrode material design for supercapacitors owing to their large surface-to-volume ratios and inherent synergies of i,https://zero.sci-hub.ru/6379/20b0d8aa3476c7fe395bd97348a162cf/liu2017.pdf
570,570,10.1088/0957-4484/27/47/475402,Ultra-tiny ZnMn2O4 nanoparticles encapsulated in sandwich-like carbon nanosheets for high-performance supercapacitors,"Known as an excellent energy storage material, ZnMn2O4 has a wide range of applications in supercapacitors. In this report, a special sandwich-like structure of ZnMn2O",https://zero.sci-hub.ru/6987/851ed348f0aafc859b5a25c5c667023c/guan2016.pdf
571,571,10.1021/acsami.2c02507,High-Energy-Density Asymmetric Supercapacitor Based on Free-Standing Ti3C2T X @NiO-Reduced Graphene Oxide Heterostructured Anode and Defective Reduced Graphene Oxide Hydrogel Cathode,The rational design of an asymmetric supercapacitor (ASC) with an expanded operating voltage window has been recognized as a promising strategy to maximize the energy density of the device. Neverthele,
572,572,10.1016/j.jcis.2022.02.110,Biomass-derived carbon dots regulating nickel cobalt layered double hydroxide from 2D nanosheets to 3D flower-like spheres as electrodes for enhanced asymmetric supercapacitors,"Layered double hydroxides (LDHs) often require the use of carbon materials to improve their stability, conductivity, and specific surface area to accommodate new directions in the development of high-",
573,573,10.1021/am5068244,High-Performance Lithium-Ion Battery and Symmetric Supercapacitors Based on FeCo2O4 Nanoflakes Electrodes,"A successive preparation of FeCo2O4 nanoflakes arrays on nickel foam substrates is achieved by a simple hydrothermal synthesis method. After 170 cycles, a high capacity of 905 mAh g(-1) at 200 mA g(-1",https://moscow.sci-hub.ru/3299/d0726bce68f300ac44b38bd460eeba0b/mohamed2014.pdf
574,574,10.1021/acsomega.2c00826,Simultaneous Electrodeposition of Ternary Metal Oxide Nanocomposites for High-Efficiency Supercapacitor Applications,"Complex oxides and hydroxides of Ni, Co, and Mn from a precursor mixture were electrochemically deposited on both a cathode and an anode. On the Ni foam cathode, the complex metal hydroxides precipita",
575,575,10.1039/c8ra09081e,Enhanced electrochemical performance of nanoplate nickel cobaltite (NiCo 2 O 4 ) supercapacitor applications,"Well-ordered, unique interconnected nanostructured binary metal oxides with lightweight, free-standing, and highly flexible nickel foam substrate electrodes have attracted tremendous research attentio",https://sci-hub.ru/downloads/2019-01-21//ce/yedluri2019.pdf
576,576,10.1002/anie.201802663,Emerging Carbon‐Nanofiber Aerogels: Chemosynthesis versus Biosynthesis,Carbon aerogels that are typically prepared using sol-gel chemistry have unique three dimensional networks of interconnected nanometer-sized particles and thus exhibit many fascinating physical proper,https://zero.sci-hub.ru/6870/e6926adc6838ccb5753914692bd208bd/wu2018.pdf
577,577,10.1039/d0dt02029j,Engineering coordination polymer-derived one-dimensional porous S-doped Co 3 O 4 nanorods with rich oxygen vacancies as high-performance electrode materials for hybrid supercapacitors,"Structure and defect manipulation are regarded as efficacious strategies to boost the electrochemical activity of electrode materials. Herein, the construction of one-dimensional (1D) porous S-doped C",https://sci-hub.ru/downloads/2020-07-11/be/10.1039@D0DT02029J.pdf
578,578,10.1021/nn5040197,Hydrothermally Formed Three-Dimensional Nanoporous Ni(OH)2 Thin-Film Supercapacitors,A three-dimensional nanoporous Ni(OH)2 thin-film was hydrothermally converted from an anodically formed porous layer of nickel fluoride/oxide. The nanoporous Ni(OH)2 thin-films can be used as additive,https://zero.sci-hub.ru/2743/f133cee7c23716a2966f1d14500c9134/yang2014.pdf
579,579,10.1016/j.chemosphere.2021.130801,Metal-organic frameworks-derived hierarchical Co3O4/CoNi-layered double oxides nanocages with the enhanced catalytic activity for toluene oxidation,The development of active transition-metal oxide (TMO) catalysts for the abatement of volatile organic compounds (VOCs) remains a great challenge. Controllable synthesis of TMOs with specific morpholo,https://sci-hub.ru/downloads/2021-06-10/86/wu2021.pdf
580,580,10.1088/1361-6528/ab7604,Ethylenediamine-assisted growth of multi-dimensional ZnS nanostructures and study of its charge transfer mechanism on supercapacitor electrode and photocatalytic performance,"In recent years, much interest has been raised by materials with multi-purpose characteristics as the performance of electrochemical energy devices such as supercapacitors and photocatalytic activitie",https://sci-hub.ru/downloads/2020-02-15/eb/10.1088@1361-6528@ab7604.pdf
581,581,10.1021/acsami.7b03709,Hybrid Reduced Graphene Oxide Nanosheet Supported Mn–Ni–Co Ternary Oxides for Aqueous Asymmetric Supercapacitors,Hybrid reduced graphene oxide (RGO) nanosheet supported Mn-Ni-Co ternary oxides (MNCO) are prepared through a facile coprecipitation reaction with a subsequent calcination process as electrodes for su,https://zero.sci-hub.ru/6359/727dd03a804ab8bd84da8f52d8030d01/wu2017.pdf
582,582,10.1038/srep20313,Facile Synthesis of Core/Shell-like NiCo2O4-Decorated MWCNTs and its Excellent Electrocatalytic Activity for Methanol Oxidation,The design and development of an economic and highly active non-precious electrocatalyst for methanol electrooxidation is challenging due to expensiveness of the precursors as well as processes and no,https://zero.sci-hub.ru/6088/6afaa298419340244ad11ad22092cdd5/ko2016.pdf
583,583,10.1016/j.jcis.2019.04.066,Novel fabrication of hollow and spinous NiCo2S4 nanotubes templated by natural silk for all-solid-state asymmetric supercapacitors,"Recently, ternary cobalt nickel sulfide, performing as the promising electrode material for supercapacitors has obtained great interests. Herein, the hollow and spinous NiCo2S4 n",https://sci-hub.ru/downloads/2019-11-18/fa/huang2019.pdf
584,584,10.1039/c8ra02559b,A facile one-step hydrothermal approach to synthesize hierarchical core–shell NiFe 2 O 4 @NiFe 2 O 4 nanosheet arrays on Ni foam with large specific capacitance for supercapacitors,"In this contribution, NiFe2O4@NiFe2O4 nanosheet arrays (NSAs) with three-dimensional (3D) hierarchical core-shell structures were synthesized by a facile on",https://zero.sci-hub.ru/6768/5aaa97eac60ed84438906a77d20c645f/zhang2018.pdf
585,585,10.1016/j.ultsonch.2019.104663,Synthesis of multifunctional FeCo2O4 electrode using ultrasonic treatment for photocatalysis and energy storage applications,"To overcome problem of energy crises, and water pollution, multifunctional nanoflower-like FeCo2O4 is synthesized for energy storage and photocatalysis applications. The nanoflow",https://sci-hub.ru/downloads/2019-07-17/c9/10.1016@j.ultsonch.2019.104663.pdf
586,586,10.1016/j.jcis.2022.08.065,Tunable dual cationic redox couples boost bifunctional oxygen electrocatalysis for long-term rechargeable Zn-air batteries,Efficient nonprecious bifunctional electrocatalysts toward oxygen reduction reaction (ORR) and oxygen evolution reaction (OER) are essential for improving the electrochemical performance of Zinc-air (,
587,587,10.1038/srep24128,Hydrothermal synthesis of NiWO4 crystals for high performance non-enzymatic glucose biosensors,"A facile hydrothermal route for the synthesis of ordered NiWO4 nanocrystals, which show promising applications as high performance non-enzymatic glucose sensor is reported. The NiWO4-modified electrod",https://zero.sci-hub.ru/6098/aae616abb434caf8e7c28f900f57eb8e/mani2016.pdf
588,588,10.1021/acs.langmuir.0c03056,Transformation of Battery to High Performance Pseudocapacitor by the Hybridization of W18O49 with RuO2 Nanostructures,Defects such as oxygen vacancy in the nanostructures have paramount importance in tuning the optical and electronic properties of a metal oxide. Here we report the growth of oxygen deficit tungsten ox,https://sci-hub.ru/downloads/2021-05-15//bb/lichchhavi2021.pdf
589,589,10.1021/acsami.1c08798,Electrospun One-Dimensional Electrocatalysts for Oxygen Reduction Reaction: Insights into Structure–Activity Relationship,"Oxygen reduction reaction (ORR) is an efficiency-determining process at the cathode in several energy storage and conversion devices, typically such as metal-air batteries and fuel cells. To date, a c",https://sci-hub.ru/downloads/2021-09-01/d9/nie2021.pdf
